Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance,Orderd_hour,Orderd_minute,Orderd_picked_hour,Orderd_picked_minute
4.5,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,7.57,23.0,25.0,23.0,35.0
4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,4.67,19.0,35.0,19.0,45.0
4.4,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,36,7.72,20.0,35.0,20.0,45.0
4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,18,4.61,21.0,45.0,21.0,30.0
4.6,Windy,Medium,2,Meal,scooter,1.0,No,Urban,25,16.15,18.0,20.0,18.0,35.0
4.9,Sunny,Medium,1,Meal,motorcycle,1.0,No,,11,6.21,16.0,15.0,16.0,30.0
5.0,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,12.42,19.0,45.0,19.0,50.0
4.9,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,30,6.05,12.0,15.0,12.0,30.0
4.7,Stormy,Jam,2,Buffet,scooter,,No,Metropolitian,19,4.56,19.0,50.0,20.0,5.0
4.6,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,25,1.52,11.0,55.0,11.0,40.0
4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,13.59,20.0,20.0,20.0,25.0
3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,13.61,23.0,35.0,23.0,40.0
4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,48,20.18,20.0,10.0,20.0,20.0
4.2,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,16.11,20.0,20.0,20.0,30.0
4.6,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,18,6.08,12.0,15.0,12.0,20.0
5.0,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,26,16.11,19.0,25.0,19.0,40.0
4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,3.02,10.0,20.0,10.0,30.0
5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,9.18,22.0,15.0,22.0,25.0
4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16,17.14,21.0,40.0,21.0,55.0
,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,23,1.53,11.0,25.0,11.0,40.0
4.7,Windy,Medium,2,Meal,scooter,0.0,No,,21,7.66,18.0,25.0,18.0,30.0
4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,1.5,11.0,0.0,11.0,15.0
4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.66,22.0,30.0,22.0,35.0
4.8,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,6.04,12.0,45.0,12.0,50.0
4.7,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,21,10.71,17.0,25.0,17.0,35.0
3.8,Sunny,High,0,Buffet,motorcycle,2.0,Yes,Metropolitian,43,6.05,14.0,50.0,15.0,5.0
4.5,Stormy,Low,2,Meal,scooter,,No,Metropolitian,29,4.72,22.0,45.0,22.0,50.0
4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,17,3.12,10.0,50.0,10.0,35.0
4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,1.54,9.0,15.0,9.0,25.0
4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,4.66,17.0,35.0,17.0,50.0
4.5,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,21,10.6,22.0,35.0,22.0,50.0
4.7,Windy,Low,0,Drinks,motorcycle,,No,Metropolitian,23,10.71,22.0,45.0,22.0,50.0
4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,1.53,10.0,55.0,11.0,10.0
5.0,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,17,1.53,8.0,15.0,8.0,30.0
4.2,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,1.55,10.0,30.0,10.0,45.0
4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,1.56,8.0,15.0,8.0,20.0
5.0,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10,10.43,22.0,35.0,22.0,50.0
4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,9.06,22.0,35.0,22.0,40.0
5.0,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,17,6.21,16.0,15.0,16.0,20.0
4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,6.08,15.0,35.0,15.0,40.0
5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,19,13.68,20.0,25.0,20.0,35.0
3.9,Sandstorms,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,17.3,21.0,55.0,22.0,10.0
4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,4.6,22.0,25.0,22.0,35.0
3.8,Stormy,Medium,2,Buffet,scooter,1.0,No,,38,17.08,17.0,15.0,17.0,30.0
,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,3.07,10.0,20.0,10.0,35.0
4.3,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,33,4.66,18.0,20.0,18.0,25.0
5.0,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,19.36,17.0,20.0,17.0,25.0
4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,17.14,22.0,35.0,22.0,50.0
4.9,Windy,Low,1,Drinks,scooter,0.0,No,Urban,17,1.57,8.0,25.0,8.0,35.0
5.0,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,18,6.22,13.0,35.0,13.0,50.0
5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,13,1.55,8.0,45.0,8.0,50.0
5.0,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,1.52,9.0,45.0,9.0,30.0
4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,13.58,20.0,45.0,20.0,50.0
4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,2.94,8.0,45.0,8.0,30.0
4.9,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,15,7.45,19.0,0.0,19.0,15.0
4.9,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,24,3.11,11.0,25.0,11.0,40.0
4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,25,2.98,10.0,35.0,10.0,40.0
4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,10.6,19.0,15.0,19.0,25.0
4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,12.44,19.0,35.0,19.0,50.0
4.4,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,10.64,21.0,40.0,21.0,45.0
4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,51,13.18,19.0,55.0,20.0,5.0
4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,,17,16.83,21.0,50.0,21.0,35.0
4.8,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,26,7.49,18.0,15.0,18.0,25.0
4.8,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,17.08,18.0,50.0,19.0,5.0
5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,1.52,8.0,55.0,8.0,40.0
4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,1.56,9.0,50.0,9.0,35.0
4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,13,7.68,17.0,35.0,17.0,50.0
3.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,10.57,22.0,20.0,22.0,30.0
5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,6.04,15.0,15.0,15.0,20.0
4.7,Windy,Low,1,Snack,scooter,1.0,No,Urban,29,7.77,23.0,50.0,23.0,35.0
4.4,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,6.29,15.0,15.0,15.0,25.0
4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,4.68,18.0,15.0,18.0,20.0
4.8,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,12.26,21.0,55.0,21.0,40.0
6.0,,,3,Buffet,scooter,1.0,No,Metropolitian,41,19.4,18.0,15.0,18.0,30.0
4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,12.08,19.0,10.0,19.0,20.0
4.8,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,13,3.06,11.0,55.0,11.0,40.0
4.9,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,18,7.77,19.0,30.0,19.0,35.0
4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,28,4.66,18.0,35.0,18.0,40.0
4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,3.06,8.0,10.0,8.0,15.0
4.9,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25,13.76,17.0,25.0,17.0,35.0
4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16,4.66,19.0,35.0,19.0,45.0
4.6,Windy,Low,0,Snack,motorcycle,,No,Metropolitian,27,19.36,23.0,45.0,23.0,55.0
4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,7.65,23.0,10.0,23.0,25.0
4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,23,19.04,19.0,40.0,19.0,45.0
4.2,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,45,7.79,21.0,10.0,21.0,15.0
3.5,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,37,13.99,22.0,50.0,23.0,5.0
4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,19.34,22.0,15.0,22.0,25.0
4.4,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,32,3.02,11.0,40.0,11.0,45.0
5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,15,4.61,17.0,20.0,17.0,35.0
4.6,Stormy,Medium,1,Buffet,scooter,,No,Metropolitian,25,4.67,18.0,50.0,19.0,5.0
4.7,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,13,6.08,13.0,55.0,14.0,10.0
4.1,Sunny,High,0,Drinks,motorcycle,0.0,No,Semi-Urban,48,6.29,12.0,55.0,12.0,40.0
4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,12.58,22.0,25.0,22.0,35.0
4.9,Stormy,Low,1,Drinks,scooter,1.0,No,,29,10.92,22.0,40.0,22.0,50.0
4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,17,12.58,17.0,55.0,18.0,10.0
4.6,Cloudy,Jam,2,Meal,scooter,0.0,No,Urban,30,8.81,21.0,55.0,21.0,40.0
4.0,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,37,10.91,18.0,45.0,18.0,30.0
4.4,Sandstorms,Jam,2,Buffet,scooter,2.0,No,Metropolitian,38,12.42,21.0,55.0,22.0,5.0
4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,25,20.85,22.0,35.0,22.0,50.0
4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,1.54,10.0,45.0,10.0,30.0
5.0,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,9.31,23.0,20.0,23.0,30.0
4.4,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,12.47,18.0,35.0,18.0,45.0
4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,18,13.58,17.0,30.0,17.0,40.0
,Sunny,High,1,Buffet,motorcycle,1.0,No,Metropolitian,15,3.02,11.0,10.0,11.0,25.0
,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,19.37,23.0,20.0,23.0,35.0
4.8,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,34,4.56,21.0,20.0,21.0,35.0
4.7,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,33,7.45,20.0,30.0,20.0,35.0
4.5,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Urban,16,12.46,17.0,15.0,17.0,30.0
4.7,Stormy,Low,1,Snack,scooter,1.0,No,,14,3.04,10.0,45.0,10.0,30.0
4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,12,7.68,21.0,10.0,21.0,20.0
4.8,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,35,12.46,19.0,50.0,19.0,55.0
4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,13.99,19.0,40.0,19.0,45.0
,,,3,Snack,bicycle,1.0,No,,18,2742.96,9.0,0.0,9.0,15.0
4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,18,3.07,8.0,45.0,8.0,30.0
4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,6.29,15.0,55.0,16.0,10.0
4.5,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,20,10.72,22.0,30.0,22.0,40.0
5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,12.1,21.0,15.0,21.0,20.0
4.6,Stormy,Low,0,Buffet,motorcycle,,No,Metropolitian,29,10.91,23.0,10.0,23.0,25.0
4.7,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,15,7.86,22.0,50.0,22.0,35.0
4.5,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,12.23,19.0,30.0,19.0,35.0
4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,1.52,9.0,35.0,9.0,50.0
4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,4.6,22.0,45.0,22.0,50.0
4.3,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,1.56,10.0,20.0,10.0,25.0
4.3,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,40,12.16,21.0,15.0,21.0,25.0
4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,19.98,17.0,10.0,17.0,25.0
5.0,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,9.07,20.0,20.0,20.0,25.0
4.6,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,1.54,9.0,10.0,9.0,25.0
4.5,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16,1.51,9.0,30.0,9.0,40.0
5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,11.01,19.0,20.0,19.0,30.0
4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,25,4.54,22.0,35.0,22.0,40.0
,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,16622.0,19.0,15.0,19.0,30.0
4.5,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,15,17.1,17.0,55.0,17.0,40.0
4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,13.97,19.0,50.0,20.0,5.0
4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,3.12,10.0,55.0,11.0,10.0
4.0,Cloudy,High,1,Snack,scooter,2.0,No,Urban,34,5.95,14.0,45.0,14.0,30.0
4.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,9.07,20.0,35.0,20.0,50.0
4.7,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,18,1.54,9.0,20.0,9.0,25.0
4.8,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,5.87,13.0,40.0,13.0,55.0
4.5,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,29,3.04,11.0,20.0,11.0,35.0
3.8,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,36,10.92,22.0,55.0,23.0,5.0
4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,23,12.26,18.0,55.0,19.0,5.0
4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,16,20.51,22.0,20.0,22.0,35.0
4.5,Sandstorms,Jam,2,Snack,electric_scooter,,No,Urban,25,13.97,21.0,20.0,21.0,30.0
,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,22,17.08,22.0,20.0,22.0,35.0
4.4,Sandstorms,Jam,2,Meal,scooter,2.0,No,Urban,39,13.77,21.0,15.0,21.0,25.0
4.9,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,29,12.07,22.0,55.0,23.0,10.0
4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,4.61,22.0,30.0,22.0,45.0
4.6,Windy,Low,2,Buffet,scooter,1.0,No,Urban,16,4.54,22.0,35.0,22.0,45.0
4.1,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,12.46,18.0,40.0,18.0,50.0
4.2,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,7.6,17.0,30.0,17.0,35.0
4.9,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,27,4.47,20.0,55.0,21.0,5.0
4.4,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,43,16.61,21.0,55.0,22.0,10.0
4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,15,9.35,20.0,25.0,20.0,30.0
4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,23,19.34,22.0,20.0,22.0,25.0
4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,1.53,8.0,30.0,8.0,45.0
,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,9.16,20.0,15.0,20.0,30.0
4.7,Cloudy,Low,2,Meal,scooter,0.0,No,,15,1.55,9.0,35.0,9.0,50.0
4.6,Windy,Jam,2,Meal,scooter,,No,Metropolitian,29,13.58,21.0,20.0,21.0,30.0
4.6,Fog,Medium,2,Meal,scooter,0.0,No,Urban,12,5.86,16.0,15.0,16.0,20.0
4.9,Sandstorms,Low,2,Snack,electric_scooter,,No,Metropolitian,15,19.62,23.0,45.0,23.0,50.0
4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.42,20.0,35.0,20.0,40.0
4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,43,19.62,21.0,20.0,21.0,30.0
4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,19,11.92,23.0,25.0,23.0,35.0
4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,26,13.61,17.0,25.0,17.0,35.0
4.8,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,28,7.45,21.0,35.0,21.0,45.0
4.6,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,30,6.23,12.0,25.0,12.0,40.0
4.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,42,19.36,17.0,15.0,17.0,30.0
4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,19,3.07,11.0,0.0,11.0,15.0
4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,9.22,22.0,45.0,22.0,50.0
4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,3.02,9.0,45.0,9.0,30.0
4.3,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,37,7.44,20.0,25.0,20.0,40.0
4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,31,1.53,10.0,30.0,10.0,40.0
2.6,Sunny,Low,1,Drinks,scooter,1.0,Yes,Metropolitian,43,13.41,22.0,25.0,22.0,35.0
4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,23,8.93,18.0,55.0,19.0,10.0
4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Metropolitian,16,1.55,11.0,30.0,11.0,35.0
4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,12,9.19,22.0,30.0,22.0,40.0
4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,10,19.97,23.0,30.0,23.0,35.0
4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,27,5.96,15.0,25.0,15.0,35.0
4.9,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,4.67,21.0,25.0,21.0,35.0
4.5,Stormy,High,2,Snack,scooter,1.0,No,Urban,26,6.08,12.0,30.0,12.0,40.0
4.5,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,39,16.65,21.0,45.0,21.0,30.0
,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Semi-Urban,48,12.29,21.0,15.0,21.0,30.0
4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,38,10.59,21.0,15.0,21.0,25.0
4.5,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,23,6.23,12.0,40.0,12.0,55.0
5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,19.66,18.0,55.0,19.0,5.0
4.3,Stormy,Low,0,Meal,motorcycle,,No,Metropolitian,28,1.57,9.0,30.0,9.0,35.0
4.7,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,15,12.42,18.0,50.0,19.0,5.0
4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,20.25,19.0,55.0,20.0,10.0
4.7,Stormy,Low,1,Snack,scooter,1.0,No,Urban,20,3.11,8.0,50.0,8.0,55.0
4.8,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,19,13.41,21.0,25.0,21.0,40.0
4.8,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,23,12.1,21.0,20.0,21.0,30.0
4.5,Sunny,Low,0,Drinks,motorcycle,,No,Metropolitian,27,3.15,8.0,40.0,8.0,45.0
4.7,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,21,16.98,20.0,25.0,20.0,40.0
4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,52,10.76,21.0,15.0,21.0,25.0
4.7,Windy,Low,2,Drinks,motorcycle,0.0,No,Urban,11,12.24,22.0,30.0,22.0,40.0
4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,21,9.35,22.0,45.0,22.0,30.0
4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,10.57,19.0,55.0,19.0,40.0
4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,41,13.58,20.0,50.0,21.0,5.0
4.5,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,14.15,22.0,50.0,22.0,55.0
4.7,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,20,3.11,11.0,45.0,11.0,55.0
4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.53,19.0,45.0,19.0,30.0
4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.55,17.0,55.0,18.0,10.0
4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,15,3.06,9.0,55.0,9.0,40.0
5.0,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,13.41,22.0,55.0,23.0,5.0
4.1,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,19.36,19.0,25.0,19.0,30.0
4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,4.66,18.0,50.0,19.0,5.0
4.5,Sandstorms,High,2,Buffet,scooter,0.0,No,Metropolitian,16,2.98,11.0,55.0,12.0,10.0
4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,3.12,10.0,35.0,10.0,50.0
4.7,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,13.58,20.0,40.0,20.0,45.0
5.0,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,12.43,22.0,55.0,22.0,40.0
4.0,Fog,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,32,10.76,17.0,30.0,17.0,45.0
5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,14.15,18.0,20.0,18.0,25.0
4.7,Sunny,Low,1,Snack,scooter,1.0,No,Urban,15,1.54,10.0,50.0,11.0,5.0
4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,13.97,21.0,20.0,21.0,25.0
4.1,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,42,13.97,21.0,15.0,21.0,30.0
4.7,Cloudy,Low,1,Snack,scooter,1.0,No,,18,7.86,23.0,10.0,23.0,20.0
4.8,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,28,12.11,17.0,50.0,17.0,55.0
4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,12.29,23.0,30.0,23.0,45.0
4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,11,1.54,10.0,40.0,10.0,45.0
4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,22,12.07,20.0,45.0,20.0,55.0
4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,12.46,18.0,30.0,18.0,40.0
4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,26,4.59,19.0,55.0,20.0,5.0
4.8,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,12.1,21.0,20.0,21.0,30.0
4.7,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,16,1.51,8.0,35.0,8.0,50.0
4.8,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,14,10.56,22.0,20.0,22.0,30.0
4.4,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,35,10.88,17.0,50.0,17.0,35.0
4.8,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,19,7.55,17.0,10.0,17.0,15.0
4.1,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,19.66,20.0,50.0,21.0,5.0
4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,3.11,8.0,10.0,8.0,25.0
4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,4.56,20.0,20.0,20.0,30.0
4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,6.05,16.0,25.0,16.0,35.0
4.4,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,32,10.87,21.0,50.0,21.0,35.0
,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38,10.59,21.0,5.0,21.0,20.0
5.0,Fog,Low,2,Drinks,scooter,1.0,No,Urban,18,3.03,8.0,35.0,8.0,50.0
4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,9.06,19.0,40.0,19.0,55.0
4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,14,4.47,17.0,50.0,18.0,5.0
4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,17,1.53,10.0,15.0,10.0,25.0
